07/01/21,08:08:46,BLIN,B,500,5.56,
07/01/21,08:12:51,BLIN,S,500,5.42,
07/01/21,08:16:05,KTRA,B,500,3.25,
07/01/21,08:16:20,KTRA,B,500,3.29,
07/01/21,08:16:56,KTRA,S,1000,3.18,
07/01/21,08:17:43,KTRA,B,500,3.26,
07/01/21,08:17:59,BLIN,B,500,5.65,
07/01/21,08:18:01,BLIN,B,1000,5.65,
07/01/21,08:18:03,KTRA,S,500,3.18,
07/01/21,08:18:43,BLIN,B,500,5.94,
07/01/21,08:19:01,BLIN,S,1000,5.92,
07/01/21,08:19:11,BLIN,S,1000,5.95,
07/01/21,08:37:49,MEDS,B,500,5.97,
07/01/21,08:38:18,MEDS,B,500,6.2,
07/01/21,08:38:21,MEDS,B,500,6.5,
07/01/21,08:38:31,MEDS,S,1500,6.3,
07/01/21,08:40:25,MEDS,B,500,7,
07/01/21,08:40:45,MEDS,S,500,6.95,
07/01/21,08:42:05,BLIN,B,1000,5.71,
07/01/21,08:43:14,BLIN,S,1000,5.72,
07/01/21,08:43:52,MEDS,B,100,7.32,
07/01/21,08:44:01,MEDS,B,100,7.44,
07/01/21,08:44:15,MEDS,S,200,7.47,
07/01/21,08:45:56,MEDS,B,100,7.59,
07/01/21,08:46:03,MEDS,B,100,7.92,
07/01/21,08:46:06,MEDS,B,100,8.04,
07/01/21,08:46:11,MEDS,S,300,7.99,
07/01/21,09:01:02,BLIN,B,500,5.97,
07/01/21,09:01:17,BLIN,S,500,5.89,
07/01/21,09:01:39,MEDS,B,100,9.03,
07/01/21,09:01:46,MEDS,B,100,9.08,
07/01/21,09:02:19,MEDS,S,200,9.09,
07/01/21,09:04:18,BLIN,B,500,5.86,
07/01/21,09:04:37,BLIN,B,500,5.99,
07/01/21,09:04:49,BLIN,S,500,5.93,
07/01/21,09:05:15,BLIN,S,500,5.94,
07/01/21,09:05:32,BLIN,B,500,5.98,
07/01/21,09:06:09,BLIN,S,500,5.98,
07/01/21,09:07:05,BLIN,B,500,6.06,
07/01/21,09:08:04,BLIN,S,250,6.14,
07/01/21,09:08:15,BLIN,S,250,6.08,
07/01/21,09:12:20,BLIN,B,100,6.14,
07/01/21,09:13:29,BLIN,S,100,6.15,
07/01/21,09:15:30,MEDS,B,100,9.46,
07/01/21,09:15:46,MEDS,S,100,9.41,
07/01/21,09:30:14,BLIN,B,100,6.3,
07/01/21,09:30:23,BLIN,S,100,6.45,
07/01/21,09:30:29,BLIN,B,100,6.49,
07/01/21,09:30:38,BLIN,S,100,6.33,
07/01/21,09:31:04,MEDS,B,100,8.92,
07/01/21,09:31:22,MEDS,S,100,8.93,
07/01/21,09:31:31,BLIN,B,100,6.75,
07/01/21,09:31:52,BLIN,S,100,6.42,
07/01/21,09:32:07,MEDS,B,100,9.26,
07/01/21,09:32:35,MEDS,S,100,9.19,
07/01/21,09:32:57,CUEN,B,100,7.32,
07/01/21,09:33:18,CUEN,B,100,7.49,
07/01/21,09:33:26,CUEN,S,200,7.45,
07/01/21,09:36:21,WNW,B,100,9.3,
07/01/21,09:36:28,WNW,B,100,9.47,
07/01/21,09:36:33,WNW,B,100,9.68,
07/01/21,09:36:39,WNW,S,300,9.8,
07/01/21,09:38:28,MEDS,B,100,9.34,
07/01/21,09:38:34,MEDS,B,100,9.47,
07/01/21,09:38:41,MEDS,S,200,8.92,
07/01/21,09:39:46,BLIN,B,100,6.38,
07/01/21,09:39:51,BLIN,B,100,6.46,
07/01/21,09:40:19,BLIN,B,100,6.66,
07/01/21,09:40:31,BLIN,S,300,6.41,
07/01/21,15:13:19,DNUT,B,100,20.1,
07/01/21,15:15:03,DNUT,S,50,20.24,
07/01/21,15:16:07,DNUT,S,50,20.09,
07/01/21,15:20:33,AXAS,B,100,4.08,
07/01/21,15:21:00,AXAS,S,100,3.96,
07/01/21,15:21:36,MRIN,B,100,16.84,
07/01/21,15:22:27,MRIN,S,100,16.87,
07/01/21,15:23:01,DNUT,B,100,20.4,
07/01/21,15:23:17,DNUT,B,100,20.4,
07/01/21,15:23:49,DNUT,S,200,20.38,
